id,localidad,direccion,marca,telefono,horario,latitud,longitud,fecha
37376,Hu&eacute;rcal de Almeria,CR N-340 A. 446.5,Repsol,950 144 173,Cerrado Noches,36.87495,-2.445126,2014-03-14
37377,Andujar,CR A-4 KM 326 M.I,Repsol,953 500 912,L-D: 24 Horas,38.029704,-4.079922,2014-02-11
37378,Antequera,CL EL EFEBO N&deg; 1,Repsol,952 703 700,L-D: 24 Horas,37.029486,-4.534683,2014-03-10
37379,Ayamonte,CL RIBERA DEL GUADIANA PARC. 112,Cepsa,959 320 064,Lunes a Sabado de 8h a 15h. Cerrado Domingos y Festivos,37.232233,-7.392492,2015-07-15
37381,Cantillana,Ctra. A-805. Km21. 300,Vitogas,955 952 056,L-D: 24 Horas,37.575457,-5.808284,2014-02-19
37382,Churriana,CR C-344 PK 89.9,BP,952 490 358,L-D: 24 Horas,36.660897,-4.502379,2014-02-19
37383,Cordoba,C/ San Alberto Magno s/n. (almac&eacute;n de butano - zona Urende Aeropuerto).,Repsol,957 231 719,L-V:07:30 a 13:30 y de 16:30 a 21:00 S:07:30 a 13:00 FESTIVOS: Cerrado,37.86956,-4.800534,2014-02-19
37384,Cordoba,Ctra. Palma del R&iacute;o. Km. 4 M.I. - Centro Transporte Mercanc&iacute;as,Repsol,957 22 78 46,L-D: 24 horas,37.876988,-4.841453,2014-02-19
37385,Cordoba,Avenida de la igualdad S/N,Repsol,957 256 099,L-D: 24 Horas,37.897341,-4.766562,2014-02-19
37386,El Ejido,CL AVENIDA OASIS - BO. STO.DOMINGO. S.,Repsol,950 482 236,Cerrado Noches,36.758424,-2.805377,2014-02-19
37387,Fuengirola,AV Las Salinas-Loma Baja. S.N,Repsol,952 197 195,Cerrado Noches,36.500262,-4.68596,2014-02-19
37388,Granada,Carretera Antigua de M&aacute;laga. km 4. Pago de Fatinafar.,Repsol,958 294 000,L-V: 08:00 a 21:00 S: 08:00 a 14:00 FESTIVOS: 08:00 a 14:00,37.19075,-3.636306,2014-02-19
37389,Granada,AVENIDA DE LAS ALPUJARRAS S/N,Repsol,,L-D: 24 Horas,37.18386,-3.624074,2014-03-10
37390,Guarroman,CR N-4. 280,Repsol,953 616 162,L-D: 24 Horas,38.196506,-3.673045,2014-02-19
37391,Guillena,CR N-630. 799,Repsol,955 785 023,L-D: 24 Horas,37.508041,-6.074348,2014-02-19
37392,Huelva,C/ Isaac Alb&eacute;niz. 2. 21001,Repsol,959 262 100,L-V: 08:00 a 21:00 S: 08:00 a 14:00 FESTIVOS: Cerrado,37.239041,-6.952461,2014-02-19
37393,Huelva,CL CERCO. 2. POLIGONO PESQUERO NORTE,Repsol,959 254 138,Cerrado Ncohes,37.267432,-6.958268,2014-02-19
37394,Jaen,CR N-321. 58.8,Repsol,953 243 995,L-D: 24 Horas,37.777906,-3.811594,2014-02-19
37395,Jerez de la Frontera,Carretera Jerez Los Barrios Km 2.2 hijuela toc&oacute;n,Repsol,956 810 862,L-V: 9:00 a 13:00 y 14:00 a 16:00 (del 15/06 a 15/09 de 9:00 a 15:00) S: 9:00 a 13:00 FESTIVOS: Cerrado,36.664417,-6.113078,2014-02-19
37396,Jerez de la Frontera,C/Martin Ferrador S/N,Repsol,956 303 306,L-D: 24 Horas,36.688966,-6.127735,2014-02-19
37397,Loja,CR N-342. 483,Repsol,958 320 044,L-D: 24 Horas,37.164523,-4.137163,2014-02-19
37398,Los Barrios,Crta A-381 P.K. 94 M.I.,Repsol,956 622 967,L-D: 06.00 A 22.00,36.200426,-5.515106,2014-02-21
37399,Mairena de Aljarafe,AVDA. CUBA. s/n,Repsol,954 187 100,L-D: 24 Horas,37.351797,-6.047518,2014-02-21
37400,Malaga,Avda. Valle-Incl&aacute;n. 12,Repsol,952 27 43 62,L-D: 24 Horas,36.736374,-4.434339,2014-02-21
37401,Malaga,C/ Concepci&oacute;n Arenal. s/n,Repsol,952 238 245,L-V: 6:00 a 22:00 S: 6:00 a 22:00 FESTIVOS: 6:00 a 22:00,36.690154,-4.48294,2014-02-21
37402,Marbella,Avda. de Ricardo Soriano. 51,Repsol,952 821 307,L-D: 24 Horas,36.510248,-4.896932,2014-02-21
37404,Minas de Riotinto,CR HU-421. 4.4,Repsol,959 591 831,L-D: Cerrado por la noche,37.694688,-6.604117,2014-03-10
37665,Albacete,Chinchilla,"A-31 PK. 86,4 A MARGEN DERECHO",Repsol,967 260 557,Cerrado noches,38.937907,-1.757889
37405,Salobre&ntilde;a,CL AVENIDA PERONNE. S.N.,Repsol,958 612 130,Cerrado noche,36.740346,-3.58427,2014-02-21
37406,Sevilla,Avenida Roberto Osborne 16. Pol&iacute;gono Ind. Carretera Amarilla,Repsol,954 519 499,L-V: 8:00 a 20:00 S: 8:00 a 20:00 FESTIVOS: 8:00 a 20:00,37.393261,-5.946675,2014-02-21
37407,Camas,CR SE-610. Km 0.9,Repsol,954 391 235,L-D: 06:00 a 22:00,37.381428,-6.026584,2014-03-10
37408,Gines,CR SE-625. Km 0.750,Repsol,954 713 005,L-D: 06:00 a 22:00,37.377703,-6.081653,2014-03-10
37409,Sevilla,CTRA. SE-30. Km 0.1,Repsol,954 359 309,L-D: 24 Horas,37.416638,-5.95531,2014-03-10
37410,Sevilla,CL AVENIDA MONTESIERRA. S.N.,Repsol,954 529 817,L-D: 24 Horas,37.393167,-5.953186,2014-02-21
37411,Roquetas de mar,CR E-15 .P.K. 429 (N-340 SALIDA (ROQUETAS DE MAR),Repsol,950 551 297,L-D: 24 Horas,36.819403,-2.597862,2014-03-10
37412,Ja&eacute;n,"CR MADRID Km 2,7",BP,953 280 421,L-D: 06:00 a 22:00,37.788675,-3.781811,2014-02-21
37413,Torremolinos,CL AVDA. MANUEL FRAGA IRIBARNE. 9,Repsol,952 375 154,L-D: 24 Horas,36.641461,-4.494978,2014-02-21
37414,¢eda,AVDA. CRISTO REY. S.N.,Repsol,953 751 423,"Cerrado noches
 

 SBADOS Y DOMINGOS. ABIERTO 24 HORAS",38.014271,-3.384113,2014-02-21
37415,Huesca,C/ Martinez Velasco 53,Repsol,974 242 635,L-D: 6:00 a 22:00,42.131474,-0.419113,2014-02-21
37416,Puebla de alfiden,CR A-2. 333.8 (Margen Izquierdo),Repsol,976 107 207,L-D: 24 Horas,41.640616,-0.754464,2014-03-10
37664,Toledo,Quintanar de la Orden,"CR N-301, 122",Repsol,925 180 462,Cerrado Noches,39.586889,-3.035962
37417,Puebla de alfiden,"CR A-2. 333.8 (Margen Derecho)
 

 C.P. 50171 UEBLA DE ALFINDN. ZARAGOZA",Repsol,976 455 570,L-D: 24 Horas,41.640776,-0.756631,2014-02-21
37418,Teruel,AVDA. DE SAGUNTO-FUENFRESCA. S.N (Cp: 44002 Teruel),Repsol,978 606 579,L-D: 24 Horas,40.332638,-1.087599,2014-02-27
37419,Zaragoza,Avenida G&oacute;mez Laguna 151-155,Repsol,976 750 264,L-S: 8:00 a 21:00,41.634049,-0.923411,2014-02-27
37420,Zaragoza,Autov&iacute;a de Logro&ntilde;o. km 0.300,Repsol,976 330 745,L-D: 24 Horas,41.660377,-0.925451,2014-02-27
37421,Zaragoza,AVENIDA HISPANIDAD. 16,Repsol,976 354 216,L-D: 24 Horas,41.633856,-0.908959,2014-02-27
37423,Asturias,Gij&oacute;n,Avenida del Transporte. 18. Pol Ind Los Campones. Parcelas. 1 y 4 (Antigua Crta. AS-19. intersecci&oacute;n con C/ Trinchera)Š,Repsol,985 324 659,L-D: 6:00 a 22:00 Horas,43.529836,-5.707079
37424,Asturias,Mieres,POL. IND. VEGA DE ARRIBA. S/N,Repsol,985 451 764,Cerrado noche,43.236809,-5.778675
37425,Asturias,Oviedo,"C/ Pe&ntilde;a Santa 61. Pol. Ind. de Silvota-Llanera 
 

 Lat: 43&deg; 25&rsquo; 6.22&rsquo;N Long: 5&deg; 48&rsquo; 37.92&rsquo;W",Repsol,985 262 751,L-V: 08.00 A 22.00 S: 08:00 a 14:00 y 15:00 a 18:00 FESTIVOS: 08:00 a 14:00,43.418484,-5.810701
37426,Asturias,Oviedo,Crta. N-634. Km. 406. Margen Derecho (C/ De la Tenderina Baja. s/n),Repsol,985 110 697,L-D: 24 Horas,43.371162,-5.815826
37427,Asturias,Oviedo,CTRA. AS-18. KM. 2,Repsol,985 282 511,L-D: 24 Horas,43.377932,-5.832971
37428,Asturias,Tamon Carre&ntilde;o,AUTOPISTA A-8. KM. 394,Repsol,985 518 098,Cerrado Noches,43.51416,-5.819837
37429,Asturias,Tamon Carre&ntilde;o,AUTOPISTA A-8 P.K. 401.5 I,Repsol,985 518 084,Cerrado noches,43.511491,-5.817445
37430,Baleares,Alcudia,V&iacute;a de Corneli Atic. 5,Repsol,971 54 56 32,L-D: 24 Horas,39.843588,3.123517
37431,Baleares,Calvia,Crta. Calvia a Capdella. Km. 1.5,Repsol,w1 682 060,"L-V: 8:00 a 13:00 y 15:00 a 19:00 S: 8:00 a 13:00
 

 FESTIVOS: Cerrado",39.568431,2.490708
37432,Baleares,Ciutadella,CL PINTOR TORRENT. 10,Repsol,971 480 489,L-D: 24 Horas,40.007773,3.832482
37433,Baleares,Inca,Camino Puig de Santa Magdalen s/ninca Ses Veles - Poligono 8 Parcela 1),Repsol,971 50 20 01,"L-V: 8:00 a 18:30
 

 S: 8:00 a 13:00
 

 Domingos y Festivos: Cerrado",39.731053,2.940226
37434,Baleares,Mahon,CR ME-1 . Km 1.50,Repsol,,Cerrado noche,39.890869,4.248747
37435,Baleares,Manacor,Carretera Palma-Art&aacute;. km 44.5,Repsol,971 551 995,L-V: 07:00 a 20:00 S: 07:00 a 20:00 FESTIVOS: Cerrado,39.573476,3.159582
37436,Baleares,Palma,Cremio Silleros y Albarderos 12. Pol&iacute;gono Son Castell&oacute;,Repsol,971 432 743,L-D: 07:00 a 23:00,39.60582,2.658302
37437,Baleares,Palma,Cami Nou de Son Banya s/n. Son Ferriol,Repsol,971 428 603,L-D: 06:00 a 22:00,39.565702,2.720679
37753,Santa Perpetua de Mogoda,"Autopista AP-7 P.K. 144,00 M.I. (Dir. Sur)",Repsol,,L-D 24 Horas,41.526395,2.16688,2015-02-05
37754,Malaga,"CR N-340, 231,9",Repsol,952 231 661,L-D 24 Horas,36.673376,-4.47676,2015-02-05
37439,Baleares,Palma,Aeropuerto Palma de Mallorca,Repsol,971 787 901,L-D: 24 Horas,39.546027,2.722259
37440,Las Palmas,Las Palmas de Gran canarias,"C/ DR. JUAN DOMINGUEZ PEREZ. 11
 

 35008 Las Palmas Gran Canarias",Disa,682 248 137,L-D: 06:00 a 22:00,28.153486,-15.417719
37442,Cantabria,Cabrojo,Crta. Nacional 634. Km. 244.20 (Marg&eacute;n Derecho),Repsol,942 708 893,L-V: 06.30 A 23.00 S Y FESTIVOS: 07:30 a 23:00,43.328376,-4.191507
37443,Cantabria,Hoznayo,Crta. General s/n (salida 195 - Barrio Hoznayo - A8),Repsol,942 52 42 12,L-D: 24 Horas,43.389838,-3.683458
37444,Cantabria,Laredo,CR N-634. 171 (B&deg;. EL CALLEJO. S/N),Repsol,942 605 621,Cerrado Noches,43.400012,-3.439253
37671,Rueda,CR N-VI 17,Independiente,983 868 301,L-D: 24 horas,41.441544,-4.97963,2014-03-10
37447,Cantabria,Reocin,Autopista del Cant&aacute;brico A-8 Km/salida.234,Shell,942 820 232,L-D: 07:00 a 23:00,43.35635,-4.094351
37448,Cantabria,Santander,Calle camus 75,Repsol,942 390 000,L-V: 08.00 A 20.00 S: 08:00 a 22:00 FESTIVOS: 08:00 a 22:00,43.485318,-3.799941
37449,Cantabria,Santander,C/ Cardenal Herrera Oria. 38 - Barrio Cazo&ntilde;a,Repsol,942 341 550,L-D: 24 Horas,43.459118,-3.840935
37450,Cantabria,Santiago de Cartes,CR N-611 (ANTIGUA). 182,Repsol,942 88 35 18,L-D: 24 Horas,43.332709,-4.065575
37451,Albacete,Albacete,Paso de la Cuba 15,Repsol,967 247 264,L-V: 8.00 a 20.00 S y Festivos: 8.00 a 14.00,38.999611,-1.854472
37453,Albacete,Albacete,AUTOVA A-31. SALIDA 69,Repsol,629 922 600,L-D: 24 Horas,39.032519,-1.890406
37454,Toledo,Cazalegas,CTRA. A-5. P.K. 104.3,Repsol,925 872 572,L-D: 24 Horas,39.988652,-4.704627
37455,Ciudad Real,Ciudad Real,CTRA. CR-514. P.K. 0.300,Repsol,926 226 554,Cerrado Noches,38.970979,-3.925801
37456,Ciudad Real,Daimiel,CL TIBURCIO. 98,Repsol,,Cerrado Noches,39.06212,-3.618054
37457,Guadalajara,Guadalajara,AV FRANCIA. S.N.,Repsol,949 298 830,L-D: 24 Horas,40.64327,-3.142681
37458,Toledo,Illescas,CTRA. A-42. KM. 32.200,Repsol,925 513 509,L-D: 24 Horas,40.150571,-3.824211
37459,Cuenca,Motilla del Palancar,Ctra de Albacete Km 72,Skid,969 333 036,,39.553258,-1.903168
37460,Toledo,Talavera de la Reina,CL CALERA. 100,Repsol,925 806 776,Cerrado Noches,39.95329,-4.84753
37461,Toledo,Talavera de la Reina,"Pavimentos Moro
 

 Avda. Francisco Aguirre 418.",Skid,925 802 066,L-V: 07.300 A 22.00 S: 07:30 a 22:00 FESTIVOS: 09:00 a 21:00,39.960017,-4.846176
37462,Toledo,Toledo,"Tomas Garc&iacute;a Autom&oacute;viles
 

 Calle del R&iacute;o Valcavero 5",Skid,925 240 863,"L-V: 8.30 a 13.00 y de 15.30 a 19.00
 

 S: 9.00 a 13.00",39.866501,-3.962011
37463,Aranda de Duero,CL AVENIDA CASTILLA. 64,Repsol,947 507 606,L-D: 24 Horas,41.662405,-3.6916,2014-02-28
37466,Benavente,"A-52 Salida 4 Villabr&aacute;zaro - Carretera Alcubilla (Benavente-Manganeses). 
 

 km 1.5",Repsol,980 638 027,L-D: 06:00 a 23:00,42.020446,-5.698002,2014-02-28
37467,Burgos,"Portugas Sport
 

 C/ Vitoria 258",Skid,947 485 013,L-D: 7:00 a 23:00,42.355024,-3.66257,2014-02-28
37468,Burgos,Carretera N-120 P.K. 108.3,Repsol,947 470 999,L-D: 24 Horas,42.344746,-3.648422,2014-02-28
37469,Quintanapalla,CTRA. AP-1 Km 12,Repsol,947 430 448,L-D: 24 Horas,42.40409,-3.549927,2014-03-04
37470,Due&ntilde;as,CR A-62. KM. 88.9 M. IZQ,Repsol,979 773 418,L-D: 24 Horas,41.913372,-4.510688,2014-03-04
37670,Alicante,Crevillente,CR A-37 P.K. 728,Repsol,965 400 319,L-D: 24 Horas,38.195917,-0.812176
37471,Leon,C/ Cruz Roja de Leon. S/N (Margen Derecho),Repsol,987 242 588,L-D: 24 Horas,42.604621,-5.579151,2014-03-04
37472,ponferrada,CR A-6 . P.K. 390.3 M.D.,Repsol,987 426 982,Cerrado Noches,42.584449,-6.625618,2015-05-22
37473,Palencia,CL AVENIDA CAMPOS GOTICOS. S.N,Repsol,979 723 336,Cerrado Noches,42.013603,-4.525697,2014-03-04
37474,Salamanca,C/ Avenida de Raimundo Borgo&ntilde;a.,Repsol,923 223 018,L-V: 9.00 a 13.30 y 15.30 a 19.00,40.978375,-5.663078,2014-03-04
37475,Valdecarpinteros,CTRA. N-620. KM. 313.3,Repsol,923 480 313,L-D: 24 Horas,40.663316,-6.43753,2014-03-04
37476,Arapiles,CTRA. CV-70 KM. 1.6,Repsol,923 28 88 88,Cerrado Noches,40.89483,-5.658091,2014-03-04
37477,Segovia,CR N-603 93.6,Repsol,921 440 496,Cerrado Noches,40.927375,-4.109341,2014-03-04
37478,Soria,CR N-122. Km 146,Repsol,975 052 968,Cerrado Noches,41.762653,-2.40485,2014-03-04
37479,Valladolid,Centrolid: C/ Camino Cabildo. s/n (Avda del Euro),Repsol,983 37 55 51,L-V de 7h a 22h Sabado de 8-22 h,41.674691,-4.718395,2014-03-04
37480,Valladolid,CR VALLADOLID-CIGALES KM 1.7,Cepsa,983 583169,L-V: 09:00 a 22:00 S: 09:00 a 13:00 FESTIVOS: Cerrado,41.720657,-4.708791,2014-03-04
37481,Valladolid,c/ Bronce s/n. Parcela 153. Pol&iacute;gono de Argales,Repsol,983 22 58 89,L-D: 7:00 a 23:00,41.615651,-4.736407,2014-03-04
37482,Villagodio,CR N-122. 453.8 D,Repsol,980 519 032,Cerrado Noches,41.527311,-5.700234,2014-03-04
37876,Madrid,Madrid,Av. de Canillejas a Vicalvaro,Galp,917 75 69 98,L-D: 24 horas,40.426572,-3.611705
37484,Badalona,CL INDUSTRIA. 629,Repsol,933 830 956,Cerrado Noches,41.431393,2.232573,2014-03-04
37485,Badalona,CL AVENIDA PRESIDENT COMPANYS. 280,Repsol,933 953 953,L-D: 24 Horas,41.459943,2.248951,2014-03-04
37486,Banyoles,CL ALFONSO XII. 161,Repsol,972 571 662,Cerrado Noches,42.124647,2.762877,2014-03-04
37487,Barbera del Valles,CL RONDA SANTA MARIA .202-210,Repsol,937 180 199,Cerrado Noches,41.521367,2.129199,2014-03-04
37488,Barcelona,Carrer de Collserola. 2 junto a Ronda de Dalt,Repsol,93 418 91 38,L-D: 24 Horas,41.416116,2.136261,2014-03-04
37489,Barcelona,CL N.6-SEC.C (ZONA FRANCA-MERCABARNA),Repsol,933 355 991,L-D: 24 Horas,41.327733,2.113499,2014-03-04
37490,Barcelona,E.S. Villa Ol&iacute;mpica: Avenida Litoral. 49,Repsol,932 219 593,L-D: 24 Horas,41.393005,2.204043,2014-03-04
37491,Barcelona,AP-7 KM. 144 (Dir Norte. Francia),Repsol,,L-D: 24 Horas,41.525917,2.167337,2015-02-05
37492,Barcelona,Tibidabo 54-56 Satn Adria de Bessos,Galp,934 622 139,L-D: 24 Horas,41.427114,2.210739,2014-03-04
37493,Barcelona,Avinguda de Pi i Margall. Satn Adria de Bessos,Meroil,93 381 11 38,L-D: 24 Horas,41.428594,2.211898,2014-03-04
37494,Barcelona,CL Paseo de Santa Coloma. 71-73 (NUDO TRINIDAD),Repsol,933 117 001,L-D: 24 Horas,41.447053,2.195075,2014-03-04
37496,Bellvei,CR N-340. P.K. 1194.3,Repsol,977 667 343,Cerrado noches,41.234898,1.566189,2014-03-04
37855,Puig-reig,"08692 Puig-reig, Barcelona",Libre,-,Todos los ds de 7 a 22h,41.9625202,1.880130201,2018-07-26
37498,Blanes,Avenida. Acceso Costa Brava. 22,Repsol,"972 331 022
 

 972 331 015","L-V: 09:00 a 13:00 y 15:00 a 19:00
 

 S: 09:00 a 13:00",41.678714,2.777973,2014-03-04
37499,Calonge,CR GE-667 . P.K. 1,Repsol,972 650 569,Cerrado Noches,41.858247,3.072474,2014-03-04
37500,Celr&aacute;,CR C-66. 30.5,Repsol,972 492 029,Cerrado Noches,42.025407,2.864974,2014-03-05
37501,Canovelles,C/ DE LA INDUSTRIA. 104,Repsol,938 40 25 00,Cerrado Noches,41.626045,2.283222,2014-03-21
37502,Cornell&aacute; del llobregat,Av de la Fama. nos. del 2 al 10,Meroil,93 377 52 28,L-D: 24 Horas,41.353876,2.080975,2014-03-05
37503,Castell Platja d'aro,AV DE CASTELL D.ARO. 12.2,Repsol,972 827 399,L-D: 24 Horas,41.815907,3.051297,2014-03-05
37504,El Prat de Llobregat,Avda 11 de Septiembre. Ctra. Garraf Km. 21,Agip,934 786 234,L-D: 24 Horas,41.314305,2.06929,2014-03-05
37505,El Prat de Llobregat,Aeropuerto de El Prat,Repsol,937 368 889,"L-V: 9.00-13.30 y 16.00-19.00 
 

 S: 9.00-13.00 FESTIVOS: Cerrado",41.303635,2.070941,2014-03-05
37506,Esparraguera,CR A-2. Km 581.5,Repsol,937 773 957,L-D: 24 Horas,41.528339,1.88116,2014-03-05
37755,Castellon,Benicarl&oacute;,"CR N-340, 1042,1",Repsol,964 472 002,Cerrado Noches,40.413169,0.40314
37508,Gava,CL TARRAGONA. 29-31,Repsol,936 333 333,6:00 a 22:00 (domingos y festivos. cerrado),41.297999,2.014875,2014-03-05
37509,Gava,Autov&iacute;a C-32 sentido Tarragona,Repsol,936 627 936,Cerrado Noches,41.288739,2.000603,2014-03-05
37510,Gava,Autov&iacute;a C-32 sentido Barcelona,Repsol,936 627 936,Cerrado Noches,41.286772,2.000667,2014-03-05
37511,Gerona,CR N-2 P.K. 772.50 MD,Repsol,972 55 44 71,"L-V: 9.00-13.30 y 15.30-20.00 
 

 S: 10.00-13.00 y 16.00-20.00
 

 Festivos y domingos: Cerrado",42.398678,2.882256,2014-03-05
37512,Gerona,C/ Barcelona. 208,Repsol,972 201 929,L-D: 24 Horas,41.962586,2.811016,2014-03-05
37513,Hospitalet del Llobregat,Rambla Marina. 428,Repsol,93 263 29 85,L-D: 6:00 a 23:00 Horas,41.353612,2.106456,2014-03-05
37514,Hospitalet del Llobregat,CALLE SALVADOR ESPRIU 59 esq. AVD. GRAN VIA DE L&rsquo;HOSPITALET,Repsol,932 632 203,L-D: 24 Horas,41.355503,2.126709,2014-03-05
37515,Igualada,AVDA DE EUROPA. 26 (PG. INDUST. IGUALADA),Repsol,938 055 807,7:00 a 22:00 (domingos y festivos. cerrado),41.595972,1.631715,2014-03-05
37857,Bizkaia,BERANGO,"POLIGONO LANDAIA GOIKOA, Sector 3, Parcelas P1 y P2",Repsol,946 181 940,Cerrado noches,43.3725,-2.996667
37678,Olot,"CL CRTA. STA. COLOMA, S.N.",Repsol,972 260 185,Cerrado Noches,42.17196,2.478574,2014-03-25
37517,La Roca del Valles,CR C-1415. 17.4,Repsol,938 422 992,L-D: 24 Horas,41.59659,2.309143,2014-03-05
37518,Granyanella,AUTOVIA A2. PK 513.8,Repsol,973 532 323,L-D: 8.00-21.00,41.666276,1.210984,2014-03-05
37519,Lleida,Pol&iacute;gono Industrial Del Segre 504,Repsol,973 203 091,"L-V: 9 - 13 h.915 - 20 horas
 

 sabados : 9 - 13 horas.$omingos y festivos",41.626486,0.660691,2014-03-05
37521,Lleida,CL AVDA.DEL EJERCITO . 2,Repsol,973 270 466,Cerrado Noches,41.60773,0.616001,2014-03-05
37522,Manresa,C/ IGUALADA S/N,Repsol,938 735 112,L-V 08:00 a 19:00,41.716213,1.813118,2014-03-05
37523,Manresa,CR C-37. 95.39,Repsol,938 770 167,Cerrado Noches,41.73814,1.809841,2014-03-05
37524,Martorell,CRTA. N-2. km 591 - POLGONO IND. CONGOST,Repsol,937 753 720,Cerrado Noches,41.464819,1.948297,2014-03-05
37525,Mataro,AVDA. PUIG I CADAFALCH 284,Repsol,937 579 289,Cerrado Noches,41.541104,2.421202,2014-03-05
37526,Molins de Rei,CR AP-2. 8.5,Repsol,936 688 550,L-D: 24 Horas,41.39358,2.024686,2014-03-14
37527,Mollet del Valles,C/ las Palmas S/N,Repsol,935 448 463,Cerrado Noches,41.532194,2.194174,2014-03-05
37528,Moncada,Rambla Paisos Catalans. 5,Repsol,935 643 003,Cerrado Noches,41.491699,2.185109,2014-03-05
37864,Sevilla,"CR N-4, p.k. 537,6.",Repsol,954 511 821,L-D: 24 horas,37.405654,-5.956061,2018-11-27
37530,Reus,AVDA. S. BERNAT CALBO n&deg; 26.,Repsol,977 772 299,Cerrado Festivos,41.144633,1.10553,2014-03-05
37531,Sabadell,CL Joaqu&iacute;n Blume. 1,Repsol,937 122 463,L-D: 24 Horas,41.532258,2.104415,2014-03-05
37532,Sabadell,CL AVENIDA MATADEPERA. 297,Repsol,937 171 249,Cerrado Noches,41.572531,2.080566,2014-03-05
37535,Sabadell,Calle de l&rsquo;Arc)a. 30,Meroil,937 16 20 24,L-D 06:00 a 22:30,41.555171,2.090446,2014-03-05
37536,Sant boi de Llobregat,Calle Osca. 8 Pol&iacute;gono Industrial Las Salinas,Repsol,936 400 867,"INVIERNO (7:30 a 18:00 HORAS) VERANO (7:30 a 15:00 HORAS)
 

 Sabados INVIERNO (7:30 a 14:00 HORAS) VERANO (7:30 a 13:00 HORAS)",41.338105,2.048947,2014-03-06
37537,Sant Cougat del Valles,CL AV AUGUSTA. S.N.,Repsol,936 743 048,Cerrado Noches,41.482589,2.050408,2014-03-06
37538,Salou,CR AP-1. P.K. 7.8,Repsol,977 388 314,Cerrado Noches,41.077629,1.149969,2014-03-06
37539,Sitges,CR C-31. Km 164.4,Repsol,938 949 530,L-D: 24 Horas,41.238262,1.82742,2014-03-06
37540,Sta. Cristina de Aro,C/ Pedro Girones 4,Skid,972837023,"L-V: 9-13 h. y 15 - 20 horas 
 

 Sabados : 9 - 13 horas. 
 

 Domingos y festivos cerrados.",41.811276,2.999641,2014-03-06
37541,Tagamanent,CTRA. C-17. 36.23,Repsol,938 42 90 26,Cerrado Noches,41.737984,2.266782,2014-03-06
37542,Tarragona,CR N-340. p.k. 1159.5,Repsol,977 550 929,L-D: 24 Horas,41.115298,1.222099,2014-03-06
37543,Viladecans,CR C-31 Km 186.5.,Repsol,936 583 065,Cerrado Noches,41.275033,2.048015,2014-03-14
